DATE,Item ,"UNIT (box, sleeve, etc)",Quantity in store,,,Price purchased,Price sold,Supplier,Quantity in warehouse,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,4,,,,,,,
,Pistachio,bottle,5.5,,,,,,,
,Vanilla ,bottle,3.5,,,,,,,
,Sugar Free Vanilla,bottle,3,,,,,,,
,Honey,Bottle,2,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,3,,,,,,,
,,,,,,,,,,
,Dark chocolate syrup,,2,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,LOW,,x,,,,,
,Chai Masala,bottle,OUT,,x,,,,,
,Turmeric Ginger,carton,8,,,,,,,
,English Breakfast,bag,1,,,,,,,
,Earl Grey,bag,OUT,,x,,,,,
,Pineapple Papaya,bag,2,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,1,,,,,,,
,"Chai, caffeine free",bag,1.5,,,,,,,
,Chamomint,bag,1,,,,,,,
,Crimson berry ,bag,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,3/4,,,,,,,
,Raisins,bags,1.5,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Sweet and low ,,1,,,,,,,
,Stevia,Box,3,,,,,,,
,Raw Sugar,Box,1,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,1,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3.5,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,OUT,,x,,,,,
,Cold 12-14 oz Cups,Sleeve,14,,,,,,,
,Cold Lids,Sleeve,1/2,,,,,,,
,Hot 12 oz Cups,sleeve,4,,,,,,,
,Hot 12-24oz Lids,sleeve,2,,,,,,,
,Hot 8oz Cups,sleeve,6,,,,,,,
,Hot 8oz Lids,Sleeve,11,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,OUT,,x,,,,,
,San Pellegrino Cans,Cans,2,,,,,,,
,Fiji Small,Bottles,2,,,,,,,
,Fiji Large,individual,6,,,,,,,
,Lychee Soda,can,1,,,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,23,,,,,,,
,Hibiscus Rose Soda,can,7,,,,,,,
,Cucumber Soda,can,7,,,,,,,
,Gato Pistachios,,2,,,,,,,
,Gato Walnut,,6,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,13,,,,,,,
,Macaroon,individual,0,,,,,,,
,Chia parfait Berries,,,,,,,,,
,Chiamisu,,,,,,,,,
,Vegan strawberry vanilla chia ,,,,,,,,,
,Blue Mermaid protein bowl,,,,,,,,,
,Limmu,12 oz,0,,,,,,,
,Matcha,bags,0,,,,,,,
,Chocolates ,,0,,,,,,,
,Manos,12oz,0,,,,,,,
,dubai chocolate,bars,6,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,2,,,,,,,
,Cucumber,,8,,,,,,,
,Tomato,,8small 2large,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1.5,,,,,,,
,Blueberries,,2,,,,,,,
,Peanut Butter,64oz,1.5,,,,,,,
,Bread,Loaf,1/4,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,Hot sauce,,1.5,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,2,,,,,,,
,Gloves M,Box,2,,,,,,,
,Gloves Large,Box,4,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,1,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,container,1,,,,,,,
,Grindz,,3,,,,,,,
,Pink Sanitizer,,1,,,,,,,
,Thieves Solution,,1,,,,,,,
,Machine dish soap,,2,,,,,,,
,3 fold napkins,roll,10,,,,,,,
,Paper Towel,roll,10,,,,,,,
,Toilet Paper,roll,22+,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,Febreze,,10,,,,,,,
,Dawn Dishsoap,bottle,2,,,,,,,
,Trash Bags,box,2,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,150,,,,,,,
,Towels ,,FULL,,,,,,,
,Cup Sleeves,Box,1.5,,,,,,,
,Cup Carriers,bag,1 box,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,Sleeve,1,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,1,,,,,,,
,Stickers,roll,5,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,2,,,,,,,
,plastic spoons,box,1,,,,,,,
,Plastic knives,12/30,1,,,,,,,
,latex gloves (s/m),box,8,,,,,,,
,Beans,,,,,,,,,
,Limmu,,OUT,,,,,,,
,Shanta,,1 mini buckets,,,,,,,
,Manos,,.5 bag,,,,,,,
,Decaf,,OUT,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
5/28/25,MILKS,,,,,,,,,
,Whole Milk,,9,,,,,,,
,Low-Fat,,6,,,,,,,
,Half n Half,,3,,,,,,,
,Heavy Cream,,10,,,,,,,
,Oat,,88,,,,,,,
,Almond,,53,,,,,,,
,Lemonade,,6,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,1,,,,,,,
,Homemade Vanilla,bottle,10,,,,,,,
,Vanilla Creme,bottle,OUT,,x,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,4,,,,,,,
,Pistachio,bottle,5.5,,,,,,,
,Vanilla ,bottle,3,,,,,,,
,Sugar Free Vanilla,bottle,3,,,,,,,
,Honey,Bottle,2,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,3,,,,,,,
,,,,,,,,,,
,Dark chocolate syrup,,2,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,1 1/2 bags,,,,,,,
,Chai Masala,bottle,OUT,,x,,,,,
,Turmeric Ginger,carton,6,,,,,,,
,English Breakfast,bag,1,,,,,,,
,Earl Grey,bag,OUT,,x,,,,,
,Pineapple Papaya,bag,2,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,1,,,,,,,
,"Chai, caffeine free",bag,1.5,,,,,,,
,Chamomint,bag,1,,,,,,,
,Crimson berry ,bag,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,3/4,,,,,,,
,Raisins,bags,1.5,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Sweet and low ,,1,,,,,,,
,Stevia,Box,3,,,,,,,
,Raw Sugar,Box,1,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,1,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3.5,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,10,,,,,,,
,Cold 12-14 oz Cups,Sleeve,23,,,,,,,
,Cold Lids,Sleeve,18,,,,,,,
,Hot 12 oz Cups,sleeve,14,,,,,,,
,Hot 12-24oz Lids,sleeve,6,,,,,,,
,Hot 8oz Cups,sleeve,12,,,,,,,
,Hot 8oz Lids,Sleeve,10,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,OUT,,x,,,,,
,San Pellegrino Cans,Cans,OUT,,x,,,,,
,Fiji Small,Bottles,OUT,,x,,,,,
,Fiji Large,individual,2,,x,,,,,
,Lychee Soda,can,OUT,,x,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,22,,,,,,,
,Hibiscus Rose Soda,can,5,,,,,,,
,Cucumber Soda,can,6,,,,,,,
,Gato Pistachios,,1,,,,,,,
,Gato Walnut,,6,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,13,,,,,,,
,Macaroon,individual,0,,,,,,,
,Chia parfait Berries,,1,,,,,,,
,Chiamisu,,0,,,,,,,
,Vegan strawberry vanilla chia ,,0,,,,,,,
,Blue Mermaid protein bowl,,0,,,,,,,
,Limmu,12 oz,0,,,,,,,
,Matcha,bags,0,,,,,,,
,Chocolates ,,0,,,,,,,
,Manos,12oz,0,,,,,,,
,dubai chocolate,bars,3,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,2,,x,,,,,
,Cucumber,,4,,x,,,,,
,Tomato,,8small,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1.5,,,,,,,
,Blueberries,,4,,,,,,,
,Peanut Butter,64oz,1.5,,,,,,,
,Bread,Loaf,1/4,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,Hot sauce,,1.5,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,2,,,,,,,
,Gloves M,Box,OUT,,x,,,,,
,Gloves Large,Box,3,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,1,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,container,1,,,,,,,
,Grindz,,3,,,,,,,
,Pink Sanitizer,,1,,,,,,,
,Thieves Solution,,1,,,,,,,
,Machine dish soap,,2,,,,,,,
,3 fold napkins,roll,9,,,,,,,
,Paper Towel,roll,10,,,,,,,
,Toilet Paper,roll,22+,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,Febreze,,10,,,,,,,
,Dawn Dishsoap,bottle,2,,,,,,,
,Trash Bags,box,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,150,,,,,,,
,Towels ,,FULL,,,,,,,
,Cup Sleeves,Box,1.5,,,,,,,
,Cup Carriers,bag,1 box,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,Sleeve,1,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,1,,,,,,,
,Stickers,roll,5,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,2,,,,,,,
,plastic spoons,box,1,,,,,,,
,Plastic knives,box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,OUT,,x,,,,,
,Shanta,,1 bucket ,,,,,,,
,Manos,,1/4 bag,,,,,,,
,Decaf,,OUT,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
5/29/25,MILKS,,,,,,,,,
,Whole Milk,,6,,,,,,,
,Low-Fat,,5,,,,,,,
,Half n Half,,3,,,,,,,
,Heavy Cream,,9,,,,,,,
,Oat,,89,,,,,,,
,Almond,,48,,,,,,,
,Lemonade,,6,,,,,,,
,Soy,,24,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,1,,x,,,,,
,Homemade Vanilla,bottle,10,,,,,,,
,Vanilla Creme,bottle,OUT,,x,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,4,,x,,,,,
,Pistachio,bottle,5,,,,,,,
,Vanilla ,bottle,2,,,,,,,
,Sugar Free Vanilla,bottle,3,,,,,,,
,Honey,Bottle,2,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,3,,x,,,,,
,,,,,,,,,,
,Dark chocolate syrup,,2,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,1 1/2 bags,,,,,,,
,Chai Masala,bottle,8,,,,,,,
,Turmeric Ginger,carton,5,,,,,,,
,English Breakfast,bag,1,,,,,,,
,Earl Grey,bag,OUT,,x,,,,,
,Pineapple Papaya,bag,2,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,1,,,,,,,
,"Chai, caffeine free",bag,1.5,,,,,,,
,Chamomint,bag,1,,,,,,,
,Crimson berry ,bag,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,3/4,,x,,,,,
,Raisins,bags,1.5,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Sweet and low ,,1,,,,,,,
,Stevia,Box,3,,,,,,,
,Raw Sugar,Box,1,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,1,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3.5,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,9,,,,,,,
,Cold 12-14 oz Cups,Sleeve,23,,,,,,,
,Cold Lids,Sleeve,18,,,,,,,
,Hot 12 oz Cups,sleeve,11,,,,,,,
,Hot 12-24oz Lids,sleeve,7,,,,,,,
,Hot 8oz Cups,sleeve,15,,,,,,,
,Hot 8oz Lids,Sleeve,9,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,OUT,,x,,,,,
,San Pellegrino Cans,Cans,OUT,,x,,,,,
,Fiji Small,Bottles,OUT,,x,,,,,
,Fiji Large,individual,2,,,,,,,
,Lychee Soda,can,OUT,,x,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,15,,,,,,,
,Hibiscus Rose Soda,can,5,,,,,,,
,Cucumber Soda,can,6,,,,,,,
,Gato Pistachios,,2,,,,,,,
,Gato Walnut,,5,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,13,,,,,,,
,Macaroon,individual,0,,,,,,,
,Chia parfait Berries,,0,,,,,,,
,Chiamisu,,0,,,,,,,
,Vegan strawberry vanilla chia ,,0,,,,,,,
,Blue Mermaid protein bowl,,0,,,,,,,
,Limmu,12 oz,0,,x,,,,,
,Matcha,bags,0,,x,,,,,
,Chocolates ,,0,,,,,,,
,Manos,12oz,0,,x,,,,,
,dubai chocolate,bars,0,,x,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,1,,x,,,,,
,Cucumber,,0,,x,,,,,
,Tomato,,0,,x,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1.5,,,,,,,
,Blueberries,,3,,,,,,,
,Peanut Butter,64oz,3.5,,,,,,,
,Bread,Loaf,2,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,Hot sauce,,1.5,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,2,,,,,,,
,Gloves M,Box,0,,x,,,,,
,Gloves Large,Box,3,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,1,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,container,1,,,,,,,
,Grindz,,3,,,,,,,
,Pink Sanitizer,,1,,,,,,,
,Thieves Solution,,1,,,,,,,
,Machine dish soap,,2,,,,,,,
,3 fold napkins,roll,9,,,,,,,
,Paper Towel,roll,3,,,,,,,
,Toilet Paper,roll,22+,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,Febreze,,,,,,,,,
,Dawn Dishsoap,bottle,4,,,,,,,
,Trash Bags,box,3,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,150,,,,,,,
,Towels ,,FULL,,,,,,,
,Cup Sleeves,Box,1.5,,,,,,,
,Cup Carriers,bag,1 box,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,Sleeve,0,,x,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,1,,,,,,,
,Stickers,roll,5,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,1 in use,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,2,,,,,,,
,plastic spoons,box,1,,,,,,,
,Plastic knives,box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,OUT,,x,,,,,
,Shanta,,1 bucket ,,,,,,,
,Manos,,1/4 bag,,,,,,,
,Decaf,,OUT,,x,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
6/3/25,MILKS,,,,,,,,,
,Whole Milk,,9,,,,,,,
,Low-Fat,,6,,,,,,,
,Half n Half,,4,,,,,,,
,Heavy Cream,,12,,,,,,,
,Oat,,83,,,,,,,
,Almond,,48,,,,,,,
,Lemonade,,5,,,,,,,
,Soy,,21,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,OUT,,x,,,,,
,Homemade Vanilla,bottle,9,,,,,,,
,Vanilla Creme,bottle,OUT,,x,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,2,,x,,,,,
,Pistachio,bottle,5,,,,,,,
,Vanilla ,bottle,OUT,,x,,,,,
,Sugar Free Vanilla,bottle,3,,,,,,,
,Honey,Bottle,1,,x,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,3.5,,,,,,,
,,,,,,,,,,
,Dark chocolate syrup,,2,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,0.5,,x,,,,,
,Chai Masala,bottle,5,,,,,,,
,Turmeric Ginger,carton,4,,x,,,,,
,English Breakfast,bag,3.5,,,,,,,
,Earl Grey,bag,OUT,,,,,,,
,Pineapple Papaya,bag,1.5,,,,,,,
,Moroccan Mint,bag,1,,x,,,,,
,Jasmine,bag,0.5,,x,,,,,
,"Chai, caffeine free",bag,1.5,,,,,,,
,Chamomint,bag,1,,,,,,,
,Crimson berry ,bag,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,2,,,,,,,
,Raisins,bags,1,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,3/4,,,,,,,
,Sweet and low ,,1,,,,,,,
,Stevia,Box,3,,,,,,,
,Raw Sugar,Box,1,,,,,,,
,Splenda,Box,1.5,,,,,,,
,White sugar bulk,,1,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,3,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,OUT,,x,,,,,
,Cold 12-14 oz Cups,Sleeve,24,,,,,,,
,Cold Lids,Sleeve,13,,,,,,,
,Hot 12 oz Cups,sleeve,10,,,,,,,
,Hot 12-24oz Lids,sleeve,40,,,,,,,
,Hot 8oz Cups,sleeve,12,,,,,,,
,Hot 8oz Lids,Sleeve,20,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,20,,,,,,,
,San Pellegrino Cans,Cans,14,,,,,,,
,Fiji Small,Bottles,23,,,,,,,
,Fiji Large,individual,9,,,,,,,
,Lychee Soda,can,18,,,,,,,
,,,,,,,,,,
,Yuzu Ginger Soda,can,25,,,,,,,
,Hibiscus Rose Soda,can,28,,,,,,,
,Cucumber Soda,can,3,,x,,,,,
,Gato Pistachios,,2,,,,,,,
,Gato Walnut,,3,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,13,,,,,,,
,Macaroon,individual,0,,,,,,,
,Chia parfait Berries,,0,,,,,,,
,Chiamisu,,0,,,,,,,
,Vegan strawberry vanilla chia ,,0,,,,,,,
,Blue Mermaid protein bowl,,0,,,,,,,
,Limmu,12 oz,4,,,,,,,
,Matcha,bags,0,,,,,,,
,Chocolates ,,0,,,,,,,
,Manos,12oz,0,,,,,,,
,dubai chocolate,bars,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,2,,x,,,,,
,Cucumber,,8,,,,,,,
,Tomato,,8,,,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1.5,,,,,,,
,Blueberries,,2,,,,,,,
,Peanut Butter,64oz,2,,,,,,,
,Bread,Loaf,1/2 loaf,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,Hot sauce,,1.5,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,2,,,,,,,
,Gloves M,Box,9,,,,,,,
,Gloves Large,Box,3,,,,,,,
,Handsoap,Gallon,4,,,,,,,
,Bleach,Gallon,1,,,,,,,
,fabric clean,,1.5,,,,,,,
,Degreaser,,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,container,1,,,,,,,
,Grindz,,3,,,,,,,
,Pink Sanitizer,,1,,,,,,,
,Thieves Solution,,1,,,,,,,
,Machine dish soap,,2,,,,,,,
,3 fold napkins,roll,9,,,,,,,
,Paper Towel,roll,OUT,,x,,,,,
,Toilet Paper,roll,22+,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,Febreze,,,,,,,,,
,Dawn Dishsoap,bottle,4,,,,,,,
,Trash Bags,box,3,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,150,,,,,,,
,Towels ,,FULL,,,,,,,
,Cup Sleeves,Box,1.5,,,,,,,
,Cup Carriers,bag,1 box,,,,,,,
,Pastry Bag,Box/individual,1 box,,,,,,,
,To-Go Box,Sleeve,5,,x,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,1,,,,,,,
,Stickers,roll,2,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,1 in use,,x,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,Plastic forks,Box,2,,,,,,,
,plastic spoons,box,1,,,,,,,
,Plastic knives,box,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,1.25 buckets,,,,,,,
,Shanta,,.5 small bucket,,x,,,,,
,Manos,,OUT,,x,,,,,
,Decaf,,1/4 bag,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
6/4/25,MILKS,,,,,,,,,
,Whole Milk,,7,,,,,,,
,Low-Fat,,6,,,,,,,
,Half n Half,,3,,,,,,,
,Heavy Cream,,12,,,,,,,
,Oat,,83,,,,,,,
,Almond,,44,,,,,,,
,Lemonade,,2.5,,,,,,,
,Soy,,19,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,1,,x,,,,,
,Homemade Vanilla,bottle,8,,,,,,,
,Vanilla Creme,bottle,0.5,,x,,,,,
,Caramel,bottle,2,,,,,,,
,Strawberry,bottle,5,,,,,,,
,Pistachio,bottle,5,,,,,,,
,Vanilla ,bottle,0,,,,,,,
,Sugar Free Vanilla,bottle,0.5,,,,,,,
,Honey,Bottle,0.5,,,,,,,
,Irish Cream,bottle,0,,,,,,,
,Ube,bottle,0,,,,,,,
,Rose,bottle,4,,,,,,,
,Gingerbread,bottle,0,,,,,,,
,Dark chocolate syrup,bottle,6,,,,,,,
,Peppermint,bottle,1,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,0.5,,,,,,,
,Chai Masala,bottle,5,,,,,,,
,Turmeric Ginger,carton,3,,,,,,,
,English Breakfast,bag,3,,,,,,,
,Earl Grey,bag,OUT,,x,,,,,
,Pineapple Papaya,bag,1,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,0.5,,,,,,,
,"Chai, caffeine free",bag,1.5,,,,,,,
,Chamomint,bag,1,,,,,,,
,Crimson berry ,bag,2,,,,,,,
,Decaf Masala,bag,1,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,2,,,,,,,
,Raisins,bags,1.5,,,,,,,
,Walnuts,Bags,0,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,3/4,,,,,,,
,Sweet and low ,,0.5,,,,,,,
,Stevia,Box,1.5,,,,,,,
,Raw Sugar,Box,1,,,,,,,
,Splenda,Box,0.5,,,,,,,
,White sugar bulk,,1,,,,,,,
,White sugar packets,Box,2,,,,,,,
,Greek seasoning,bottle,4,,,,,,,
,Rose Powder,,1.5,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,sleeve,OUT,,,,,,,
,Cold 12-14 oz Cups,Box,2,,,,,,,
,Cold Lids,Box,1,,,,,,,
,Cold 20 oz,Sleeve,8,,,,,,,
,Hot 12 oz Cups,sleeve,9,,,,,,,
,Hot 12-24oz Lids,Box,1,,,,,,,
,Hot 8oz Cups,Box,1,,,,,,,
,Hot 8oz Lids,Box,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,16,,,,,,,
,San Pellegrino Cans,Cans,12,,,,,,,
,Fiji Small,Bottles,12,,,,,,,
,Fiji Large,individual,5,,,,,,,
,Lychee Soda,can,15,,,,,,,
,Yuzu Ginger Soda,Box,1.5,,,,,,,
,Hibiscus Rose Soda,Box,2.5,,,,,,,
,Cucumber Soda,can,3,,,,,,,
,Gato Pistachios,,,,,,,,,
,Gato Walnut,,4,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,7,,,,,,,
,Macaroon,individual,0,,,,,,,
,Chia parfait Berries,,2,,,,,,,
,Chiamisu,,1,,,,,,,
,Vegan strawberry vanilla chia ,,0,,,,,,,
,Blue Mermaid protein bowl,,0,,,,,,,
,Chia dragon fruit,,3,,,,,,,
,Limmu,12 oz,4,,,,,,,
,Matcha,bags,0,,,,,,,
,Chocolates ,,8,,,,,,,
,Manos,12oz,0,,,,,,,
,dubai chocolate,bars,2,,,,,,,
,chicken salad,,6,,,,,,,
,Turkey wrap,,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,3,,x,,,,,
,Cucumber,,9,,x,,,,,
,Tomato,,7,,x,,,,,
,,,,,,,,,,
,Olive Oil,16oz,1.5,,,,,,,
,Blueberries,,1,,,,,,,
,Peanut Butter,64oz,2,,,,,,,
,Bread,Loaf,1/2 loaf,,,,,,,
,Lemon Juice,bottle,1.5,,,,,,,
,Hot sauce,,1.5,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Drip Filters,Bag,2,,,,,,,
